id,y
8112,1
8113,1
8114,1
8115,0
8116,0
8117,0
8118,0
8119,1
8120,1
8121,0
8122,1
8123,1
8124,1
8125,1
8126,1
8127,1
8128,0
8129,0
8130,1
8131,0
8132,0
8133,1
8134,0
8135,0
8136,0
8137,1
8138,1
8139,0
8140,1
8141,1
8142,0
8143,0
8144,0
8145,1
8146,1
8147,0
8148,0
8149,0
8150,0
8151,0
8152,1
8153,1
8154,1
8155,0
8156,1
8157,0
8158,0
8159,0
8160,1
8161,0
8162,1
8163,0
8164,1
8165,0
8166,1
8167,1
8168,0
8169,0
8170,1
8171,1
8172,0
8173,0
8174,0
8175,1
8176,0
8177,0
8178,1
8179,1
8180,1
8181,0
8182,0
8183,0
8184,1
8185,1
8186,1
8187,0
8188,0
8189,0
8190,0
8191,1
8192,1
8193,0
8194,0
8195,1
8196,0
8197,1
8198,0
8199,1
8200,1
8201,0
8202,0
8203,0
8204,1
8205,1
8206,0
8207,1
8208,1
8209,1
8210,0
8211,1
8212,1
8213,1
8214,0
8215,0
8216,1
8217,1
8218,1
8219,1
8220,1
8221,0
8222,1
8223,1
8224,1
8225,0
8226,0
8227,0
8228,0
8229,0
8230,1
8231,1
8232,0
8233,0
8234,0
8235,1
8236,0
8237,1
8238,1
8239,0
8240,0
8241,1
8242,0
8243,1
8244,0
8245,1
8246,1
8247,0
8248,1
8249,0
8250,0
8251,0
8252,1
8253,1
8254,0
8255,1
8256,0
8257,0
8258,0
8259,0
8260,0
8261,0
8262,1
8263,1
8264,0
8265,0
8266,0
8267,0
8268,0
8269,0
8270,1
8271,1
8272,0
8273,0
8274,0
8275,1
8276,0
8277,0
8278,0
8279,0
8280,0
8281,1
8282,0
8283,0
8284,0
8285,0
8286,1
8287,0
8288,1
8289,1
8290,0
8291,0
8292,1
8293,0
8294,0
8295,0
8296,1
8297,0
8298,0
8299,1
8300,0
8301,1
8302,0
8303,1
8304,0
8305,0
8306,0
8307,0
8308,1
8309,0
8310,0
8311,1
8312,1
8313,1
8314,1
8315,0
8316,0
8317,0
8318,1
8319,0
8320,1
8321,1
8322,1
8323,1
8324,1
8325,0
8326,0
8327,1
8328,1
8329,0
8330,1
8331,1
8332,1
8333,1
8334,1
8335,0
8336,0
8337,0
8338,1
8339,1
8340,1
8341,1
8342,0
8343,1
8344,0
8345,1
8346,0
8347,1
8348,0
8349,1
8350,0
8351,0
8352,1
8353,0
8354,1
8355,0
8356,1
8357,0
8358,0
8359,0
8360,0
8361,1
8362,0
8363,0
8364,0
8365,1
8366,0
8367,0
8368,0
8369,1
8370,0
8371,0
8372,1
8373,0
8374,1
8375,1
8376,1
8377,0
8378,0
8379,0
8380,0
8381,0
8382,0
8383,0
8384,1
8385,0
8386,0
8387,1
8388,1
8389,1
8390,1
8391,1
8392,0
8393,1
8394,1
8395,1
8396,1
8397,1
8398,1
8399,0
8400,1
8401,1
8402,0
8403,0
8404,1
8405,0
8406,1
8407,1
8408,1
8409,0
8410,1
8411,1
8412,1
8413,0
8414,0
8415,1
8416,0
8417,1
8418,1
8419,0
8420,1
8421,0
8422,0
8423,0
8424,1
8425,0
8426,1
8427,0
8428,0
8429,1
8430,1
8431,1
8432,1
8433,1
8434,1
8435,0
8436,1
8437,1
8438,0
8439,1
8440,0
8441,1
8442,1
8443,1
8444,1
8445,1
8446,1
8447,1
8448,1
8449,0
8450,1
8451,0
8452,0
8453,0
8454,1
8455,0
8456,1
8457,0
8458,1
8459,0
8460,1
8461,1
8462,0
8463,0
8464,1
8465,1
8466,1
8467,1
8468,1
8469,0
8470,1
8471,0
8472,0
8473,1
8474,0
8475,0
8476,1
8477,1
8478,1
8479,1
8480,0
8481,1
8482,0
8483,0
8484,0
8485,1
8486,0
8487,1
8488,1
8489,0
8490,1
8491,0
8492,1
8493,0
8494,1
8495,1
8496,0
8497,1
8498,0
8499,1
8500,0
8501,1
8502,1
8503,0
8504,1
8505,0
8506,1
8507,1
8508,1
8509,1
8510,0
8511,0
8512,1
8513,0
8514,0
8515,1
8516,1
8517,0
8518,0
8519,0
8520,0
8521,1
8522,1
8523,0
8524,1
8525,1
8526,1
8527,1
8528,0
8529,1
8530,0
8531,1
8532,1
8533,1
8534,1
8535,0
8536,0
8537,0
8538,1
8539,1
8540,1
8541,0
8542,0
8543,1
8544,1
8545,1
8546,1
8547,1
8548,0
8549,1
8550,1
8551,0
8552,1
8553,0
8554,1
8555,0
8556,1
8557,1
8558,0
8559,0
8560,0
8561,1
8562,1
8563,0
8564,0
8565,1
8566,0
8567,0
8568,0
8569,0
8570,0
8571,1
8572,1
8573,0
8574,0
8575,0
8576,0
8577,0
8578,1
8579,1
8580,0
8581,0
8582,0
8583,0
8584,1
8585,1
8586,0
8587,1
8588,0
8589,0
8590,0
8591,1
8592,1
8593,0
8594,1
8595,1
8596,0
8597,1
8598,1
8599,1
8600,1
8601,0
8602,0
8603,0
8604,1
8605,1
8606,1
8607,0
8608,1
8609,1
8610,1
8611,0
8612,1
8613,0
8614,0
8615,0
8616,1
8617,0
8618,1
8619,0
8620,0
8621,0
8622,0
8623,1
8624,1
8625,1
8626,1
8627,0
8628,1
8629,0
8630,1
8631,1
8632,0
8633,1
8634,1
8635,1
8636,1
8637,1
8638,1
8639,0
8640,0
8641,1
8642,1
8643,0
8644,0
8645,0
8646,1
8647,0
8648,1
8649,1
8650,1
8651,1
8652,1
8653,0
8654,1
8655,0
8656,0
8657,1
8658,0
8659,0
8660,0
8661,1
8662,0
8663,0
8664,1
8665,0
8666,1
8667,0
8668,0
8669,1
8670,0
8671,0
8672,0
8673,1
8674,1
8675,0
8676,1
8677,0
8678,1
8679,0
8680,1
8681,1
8682,1
8683,0
8684,1
8685,1
8686,1
8687,0
8688,1
8689,0
8690,1
8691,0
8692,0
8693,0
8694,1
8695,1
8696,1
8697,1
8698,0
8699,1
8700,1
8701,1
8702,1
8703,1
8704,1
8705,1
8706,0
8707,1
8708,1
8709,0
8710,0
8711,1
8712,1
8713,0
8714,1
8715,1
8716,0
8717,0
8718,0
8719,1
8720,1
8721,1
8722,0
8723,0
8724,0
8725,0
8726,1
8727,0
8728,0
8729,0
8730,1
8731,0
8732,1
8733,0
8734,0
8735,1
8736,0
8737,1
8738,0
8739,0
8740,1
8741,1
8742,1
8743,0
8744,0
8745,0
8746,0
8747,0
8748,0
8749,1
8750,1
8751,1
8752,1
8753,1
8754,0
8755,1
8756,1
8757,1
8758,0
8759,0
8760,1
8761,0
8762,0
8763,0
8764,0
8765,1
8766,0
8767,1
8768,0
8769,1
8770,0
8771,1
8772,0
8773,0
8774,1
8775,1
8776,1
8777,0
8778,0
8779,1
8780,0
8781,1
8782,1
8783,0
8784,0
8785,0
8786,0
8787,1
8788,0
8789,0
8790,0
8791,1
8792,1
8793,0
8794,1
8795,1
8796,1
8797,0
8798,1
8799,1
8800,0
8801,1
8802,0
8803,0
8804,1
8805,1
8806,1
8807,0
8808,1
8809,1
8810,1
8811,0
8812,0
8813,1
8814,1
8815,1
8816,1
8817,0
8818,1
8819,1
8820,1
8821,0
8822,0
8823,0
8824,0
8825,0
8826,0
8827,0
8828,1
8829,0
8830,0
8831,1
8832,1
8833,1
8834,1
8835,0
8836,0
8837,1
8838,0
8839,0
8840,0
8841,1
8842,1
8843,0
8844,0
8845,1
8846,1
8847,1
8848,0
8849,1
8850,1
8851,1
8852,0
8853,0
8854,0
8855,1
8856,1
8857,1
8858,0
8859,0
8860,1
8861,1
8862,0
8863,0
8864,0
8865,1
8866,0
8867,1
8868,0
8869,0
8870,0
8871,0
8872,0
8873,0
8874,1
8875,1
8876,1
8877,0
8878,1
8879,0
8880,1
8881,1
8882,1
8883,1
8884,1
8885,0
8886,1
8887,1
8888,0
8889,0
8890,0
8891,0
8892,0
8893,1
8894,0
8895,1
8896,0
8897,1
8898,0
8899,0
8900,0
8901,0
8902,0
8903,0
8904,1
8905,0
8906,0
8907,0
8908,1
8909,1
8910,0
8911,1
8912,0
8913,1
8914,0
8915,1
8916,1
8917,1
8918,1
8919,0
8920,1
8921,0
8922,1
8923,0
8924,1
8925,0
8926,1
8927,0
8928,0
8929,0
8930,1
8931,0
8932,0
8933,0
8934,0
8935,0
8936,0
8937,0
8938,0
8939,1
8940,1
8941,0
8942,1
8943,0
8944,1
8945,1
8946,1
8947,0
8948,1
8949,0
8950,1
8951,0
8952,1
8953,0
8954,1
8955,1
8956,1
8957,1
8958,0
8959,0
8960,0
8961,0
8962,0
8963,1
8964,1
8965,0
8966,0
8967,1
8968,1
8969,0
8970,0
8971,0
8972,0
8973,0
8974,0
8975,1
8976,0
8977,1
8978,1
8979,1
8980,0
8981,1
8982,0
8983,0
8984,0
8985,1
8986,0
8987,1
8988,1
8989,0
8990,1
8991,1
8992,0
8993,0
8994,0
8995,0
8996,1
8997,0
8998,0
8999,1
9000,0
9001,1
9002,1
9003,0
9004,1
9005,1
9006,1
9007,1
9008,1
9009,1
9010,1
9011,0
9012,0
9013,1
9014,0
9015,0
9016,1
9017,1
9018,0
9019,0
9020,1
9021,0
9022,1
9023,0
9024,0
9025,0
9026,1
9027,1
9028,1
9029,1
9030,1
9031,0
9032,1
9033,0
9034,0
9035,0
9036,1
9037,0
9038,1
9039,0
9040,0
9041,0
9042,0
9043,1
9044,1
9045,1
9046,1
9047,1
9048,0
9049,0
9050,1
9051,0
9052,0
9053,0
9054,1
9055,0
9056,0
9057,0
9058,0
9059,0
9060,1
9061,0
9062,1
9063,1
9064,1
9065,0
9066,0
9067,0
9068,1
9069,0
9070,1
9071,0
9072,1
9073,0
9074,0
9075,1
9076,1
9077,0
9078,1
9079,1
9080,0
9081,0
9082,1
9083,0
9084,0
9085,1
9086,1
9087,0
9088,0
9089,0
9090,0
9091,1
9092,0
9093,0
9094,0
9095,0
9096,0
9097,0
9098,1
9099,1
9100,0
9101,0
9102,0
9103,0
9104,1
9105,1
9106,0
9107,0
9108,1
9109,0
9110,0
9111,1
9112,0
9113,0
9114,0
9115,0
9116,0
9117,0
9118,0
9119,0
9120,0
9121,0
9122,1
9123,0
9124,0
9125,1
9126,1
9127,1
9128,1
9129,0
9130,1
9131,1
9132,0
9133,1
9134,0
9135,0
9136,0
9137,0
9138,0
9139,1
9140,1
9141,0
9142,0
9143,0
9144,0
9145,1
9146,1
9147,1
9148,1
9149,1
9150,1
9151,1
9152,0
9153,0
9154,1
9155,0
9156,0
9157,1
9158,1
9159,1
9160,0
9161,0
9162,1
9163,1
9164,0
9165,1
9166,1
9167,0
9168,1
9169,1
9170,1
9171,0
9172,0
9173,0
9174,1
9175,1
9176,0
9177,0
9178,1
9179,1
9180,1
9181,0
9182,1
9183,1
9184,1
9185,1
9186,0
9187,0
9188,0
9189,0
9190,1
9191,0
9192,1
9193,1
9194,1
9195,1
9196,0
9197,0
9198,1
9199,0
9200,1
9201,0
9202,0
9203,0
9204,1
9205,0
9206,1
9207,0
9208,1
9209,1
9210,0
9211,0
9212,0
9213,1
9214,0
9215,0
9216,1
9217,1
9218,1
9219,0
9220,1
9221,0
9222,0
9223,0
9224,1
9225,0
9226,1
9227,1
9228,1
9229,0
9230,0
9231,1
9232,0
9233,0
9234,0
9235,1
9236,1
9237,1
9238,1
9239,0
9240,0
9241,1
9242,0
9243,1
9244,0
9245,1
9246,0
9247,0
9248,0
9249,0
9250,1
9251,1
9252,1
9253,0
9254,1
9255,1
9256,1
9257,1
9258,1
9259,1
9260,0
9261,1
9262,1
9263,1
9264,1
9265,0
9266,0
9267,0
9268,0
9269,1
9270,1
9271,0
9272,1
9273,1
9274,0
9275,0
9276,0
9277,1
9278,1
9279,1
9280,1
9281,0
9282,0
9283,1
9284,0
9285,1
9286,1
9287,1
9288,1
9289,0
9290,1
9291,1
9292,1
9293,0
9294,0
9295,0
9296,0
9297,0
9298,0
9299,0
9300,0
9301,0
9302,1
9303,0
9304,1
9305,1
9306,0
9307,0
9308,0
9309,0
9310,0
9311,1
9312,1
9313,0
9314,0
9315,0
9316,1
9317,0
9318,1
9319,0
9320,0
9321,1
9322,1
9323,1
9324,1
9325,0
9326,0
9327,1
9328,1
9329,1
9330,0
9331,1
9332,1
9333,0
9334,0
9335,1
9336,1
9337,0
9338,0
9339,1
9340,1
9341,0
9342,0
9343,1
9344,1
9345,1
9346,1
9347,0
9348,1
9349,0
9350,1
9351,1
9352,0
9353,1
9354,0
9355,1
9356,0
9357,1
9358,0
9359,1
9360,0
9361,0
9362,1
9363,1
9364,0
9365,1
9366,0
9367,1
9368,0
9369,1
9370,1
9371,1
9372,0
9373,1
9374,0
9375,0
9376,0
9377,0
9378,1
9379,0
9380,0
9381,0
9382,0
9383,0
9384,1
9385,1
9386,0
9387,0
9388,0
9389,0
9390,0
9391,0
9392,1
9393,1
9394,0
9395,1
9396,1
9397,1
9398,1
9399,1
9400,1
9401,0
9402,0
9403,1
9404,0
9405,0
9406,0
9407,1
9408,1
9409,0
9410,1
9411,1
9412,1
9413,0
9414,0
9415,0
9416,1
9417,0
9418,1
9419,1
9420,1
9421,0
9422,0
9423,0
9424,0
9425,0
9426,0
9427,0
9428,1
9429,0
9430,1
9431,0
9432,0
9433,0
9434,1
9435,1
9436,0
9437,1
9438,0
9439,1
9440,0
9441,0
9442,0
9443,1
9444,0
9445,1
9446,1
9447,0
9448,0
9449,0
9450,0
9451,1
9452,0
9453,1
9454,0
9455,1
9456,0
9457,0
9458,1
9459,1
9460,0
9461,1
9462,1
9463,0
9464,1
9465,0
9466,0
9467,0
9468,1
9469,1
9470,0
9471,1
9472,1
9473,0
9474,1
9475,0
9476,1
9477,0
9478,0
9479,0
9480,1
9481,1
9482,0
9483,1
9484,1
9485,1
9486,1
9487,0
9488,0
9489,0
9490,0
9491,0
9492,0
9493,0
9494,1
9495,1
9496,1
9497,1
9498,0
9499,1
9500,1
9501,1
9502,0
9503,1
9504,0
9505,1
9506,0
9507,1
9508,1
9509,0
9510,0
9511,0
9512,0
9513,0
9514,0
9515,0
9516,1
9517,1
9518,0
9519,1
9520,0
9521,0
9522,1
9523,0
9524,0
9525,1
9526,1
9527,1
9528,0
9529,1
9530,0
9531,1
9532,1
9533,0
9534,1
9535,0
9536,0
9537,1
9538,1
9539,0
9540,1
9541,1
9542,1
9543,0
9544,0
9545,0
9546,1
9547,0
9548,1
9549,0
9550,1
9551,0
9552,1
9553,0
9554,0
9555,1
9556,0
9557,1
9558,1
9559,0
9560,0
9561,1
9562,1
9563,1
9564,0
9565,1
9566,1
9567,0
9568,1
9569,1
9570,0
9571,1
9572,0
9573,0
9574,1
9575,1
9576,1
9577,1
9578,1
9579,0
9580,1
9581,1
9582,1
9583,1
9584,0
9585,0
9586,1
9587,1
9588,0
9589,1
9590,1
9591,0
9592,0
9593,1
9594,1
9595,1
9596,1
9597,0
9598,0
9599,1
9600,1
9601,0
9602,1
9603,1
9604,1
9605,1
9606,1
9607,1
9608,0
9609,1
9610,1
9611,0
9612,0
9613,1
9614,0
9615,1
9616,0
9617,0
9618,1
9619,1
9620,1
9621,1
9622,0
9623,0
9624,0
9625,1
9626,1
9627,1
9628,0
9629,1
9630,1
9631,1
9632,1
9633,1
9634,1
9635,0
9636,1
9637,1
9638,0
9639,1
9640,1
9641,1
9642,1
9643,0
9644,0
9645,0
9646,1
9647,1
9648,1
9649,1
9650,0
9651,0
9652,0
9653,0
9654,0
9655,0
9656,0
9657,1
9658,0
9659,1
9660,0
9661,0
9662,0
9663,1
9664,0
9665,0
9666,0
9667,1
9668,1
9669,0
9670,0
9671,1
9672,0
9673,0
9674,0
9675,1
9676,0
9677,0
9678,0
9679,0
9680,0
9681,0
9682,0
9683,0
9684,0
9685,1
9686,1
9687,0
9688,1
9689,0
9690,0
9691,0
9692,1
9693,1
9694,0
9695,1
9696,1
9697,1
9698,1
9699,0
9700,0
9701,0
9702,1
9703,1
9704,0
9705,1
9706,0
9707,0
9708,1
9709,0
9710,1
9711,1
9712,0
9713,0
9714,0
9715,0
9716,0
9717,0
9718,1
9719,1
9720,0
9721,1
9722,0
9723,1
9724,1
9725,1
9726,0
9727,0
9728,1
9729,0
9730,1
9731,0
9732,1
9733,0
9734,1
9735,1
9736,1
9737,1
9738,1
9739,1
9740,1
9741,1
9742,1
9743,1
9744,0
9745,1
9746,1
9747,0
9748,1
9749,1
9750,1
9751,1
9752,0
9753,0
9754,0
9755,0
9756,1
9757,0
9758,0
9759,0
9760,0
9761,0
9762,1
9763,0
9764,0
9765,0
9766,1
9767,0
9768,0
9769,1
9770,1
9771,1
9772,1
9773,1
9774,1
9775,1
9776,0
9777,0
9778,0
9779,1
9780,1
9781,1
9782,0
9783,0
9784,1
9785,1
9786,1
9787,0
9788,0
9789,1
9790,1
9791,1
9792,1
9793,1
9794,1
9795,1
9796,1
9797,0
